p_val,avg_log2FC,pct.KD,pct.Scr,p_val_adj,gene
3.07E-02,-0.1466791388,0.389,0.556,1.00E+00,Pcgf5
3.07E-02,-0.1071495086,0.117,0.193,1.00E+00,Prdx5
3.07E-02,-0.3954884309,0.387,0.493,1.00E+00,Htr1f
3.07E-02,0.1769432429,0.965,1,1.00E+00,Thrb
3.08E-02,-0.2220264266,0.483,0.647,1.00E+00,Epb41
3.08E-02,-0.1449838537,0.374,0.546,1.00E+00,Kpna3
3.08E-02,0.2046116651,0.872,0.889,1.00E+00,Kalrn
3.09E-02,-0.1470131417,0.393,0.57,1.00E+00,Ubac2
3.10E-02,-0.2521008924,0.163,0.256,1.00E+00,Cluh
3.10E-02,-0.3407714254,0.07,0.126,1.00E+00,Zcchc2
3.10E-02,-0.597620366,0.015,0.043,1.00E+00,Il12rb2
3.10E-02,-0.5451807396,0.043,0.087,1.00E+00,Bccip
3.10E-02,-0.1461812928,0.093,0.159,1.00E+00,Msl2
3.11E-02,-0.2958389249,0.024,0.058,1.00E+00,Nelfe
3.11E-02,-0.8194685219,0.03,0.068,1.00E+00,1600012H06Rik
3.11E-02,-0.6731680041,0.03,0.068,1.00E+00,Gm46633
3.11E-02,-0.1473338732,0.161,0.251,1.00E+00,Pcx
3.11E-02,-0.1349705301,0.285,0.411,1.00E+00,Caap1
3.12E-02,-0.1518926715,0.211,0.314,1.00E+00,Vps37a
3.12E-02,-0.3496507186,0.098,0.164,1.00E+00,Nfxl1
3.12E-02,-0.1297048106,0.283,0.406,1.00E+00,Ubb
3.13E-02,1.698420367,0.057,0.019,1.00E+00,Serpine2
3.13E-02,-0.2570975889,0.172,0.266,1.00E+00,Rnf121
3.14E-02,-0.3868040288,0.015,0.043,1.00E+00,Gm14455
3.14E-02,-0.3690584286,0.107,0.174,1.00E+00,Cog6
3.15E-02,-0.2251651926,0.143,0.227,1.00E+00,Stard3nl
3.15E-02,-0.178719666,0.228,0.343,1.00E+00,Nr3c1
3.16E-02,-0.5311192367,0.05,0.097,1.00E+00,Wipi1
3.16E-02,-0.113936648,0.285,0.415,1.00E+00,Fkbp1a
3.16E-02,-0.3102360244,0.046,0.092,1.00E+00,Ppat
3.16E-02,-0.7894854725,0.03,0.068,1.00E+00,Gm16008
3.16E-02,-0.1759451346,0.093,0.159,1.00E+00,Clcc1
3.16E-02,-0.3005673374,0.05,0.097,1.00E+00,Begain
3.17E-02,1.510896288,0.117,0.068,1.00E+00,Nek4
3.17E-02,-0.1076806966,0.278,0.406,1.00E+00,Eri3
3.18E-02,-0.7716338506,0.03,0.068,1.00E+00,Mocs1
3.18E-02,-0.1726909327,0.07,0.126,1.00E+00,Gm16070
3.20E-02,-0.346173679,0.05,0.097,1.00E+00,Trf
3.22E-02,-0.180595054,0.23,0.348,1.00E+00,Parp6
3.22E-02,-0.2037832002,0.304,0.43,1.00E+00,Kif26b
3.22E-02,-0.1122942735,0.102,0.169,1.00E+00,Rnf227
3.23E-02,-0.5966246765,0.03,0.068,1.00E+00,Mettl14
3.23E-02,-0.3159679745,0.098,0.164,1.00E+00,Cnep1r1
3.25E-02,-0.5689598886,0.03,0.068,1.00E+00,F8
3.25E-02,-0.3207570767,0.08,0.14,1.00E+00,Jph3
3.25E-02,-0.329862859,0.139,0.217,1.00E+00,Cog3
3.26E-02,-0.2506071598,0.159,0.246,1.00E+00,Trnp1
3.26E-02,-0.2365552405,0.272,0.377,1.00E+00,Zbtb20
3.26E-02,-0.4928159837,0.043,0.087,1.00E+00,Arhgap10
3.26E-02,-0.1770330479,0.126,0.203,1.00E+00,Slc25a16
3.27E-02,-0.497973667,0.037,0.077,1.00E+00,Dlx6
3.27E-02,-0.5986541034,0.03,0.068,1.00E+00,Gtpbp1
3.27E-02,0.2771929143,0.802,0.831,1.00E+00,Unc80
3.28E-02,3.482010312,0.022,0,1.00E+00,Vmn2r85
3.28E-02,3.894484719,0.022,0,1.00E+00,mCherry
3.28E-02,-0.274614251,0.102,0.169,1.00E+00,Gm17494
3.28E-02,-0.1997623756,0.189,0.29,1.00E+00,Pogz
3.29E-02,-0.1813587797,0.083,0.145,1.00E+00,Nus1
3.29E-02,-0.3207042217,0.074,0.13,1.00E+00,Slc37a3
3.29E-02,1.805042179,0.07,0.029,1.00E+00,Sntg2
3.30E-02,-0.1021523657,0.907,0.99,1.00E+00,Syne1
3.31E-02,-0.493066836,0.061,0.111,1.00E+00,Map2k3
3.31E-02,-0.3069781596,0.03,0.068,1.00E+00,Pogk
3.32E-02,-0.1339218282,0.157,0.246,1.00E+00,Golga3
3.32E-02,-0.2058186009,0.348,0.493,1.00E+00,Gm1043
3.33E-02,-1.193447719,0.022,0.053,1.00E+00,Gm27253
3.33E-02,-0.1940313185,0.141,0.227,1.00E+00,H2afz
3.33E-02,-0.4308960986,0.03,0.068,1.00E+00,Txnrd2
3.33E-02,-0.1019882796,0.474,0.667,1.00E+00,Sfxn5
3.35E-02,-0.3347374804,0.05,0.097,1.00E+00,Ccdc167
3.35E-02,0.3042741857,0.859,0.932,1.00E+00,Ahi1
3.35E-02,-0.147448369,0.163,0.251,1.00E+00,Brms1l
3.35E-02,-0.3598553928,0.03,0.068,1.00E+00,Mapk3
3.35E-02,-0.1283443108,0.426,0.599,1.00E+00,Iqsec3
3.36E-02,-0.4084300516,0.043,0.087,1.00E+00,Fndc10
3.36E-02,-0.3049875575,0.057,0.106,1.00E+00,Pepd
3.36E-02,-0.5988826457,0.03,0.068,1.00E+00,Mrps18b
3.38E-02,-0.3087024114,0.043,0.087,1.00E+00,D130017N08Rik
3.39E-02,-0.1791360582,0.109,0.179,1.00E+00,Rasa3
3.39E-02,1.011029148,0.222,0.169,1.00E+00,Zfp523
3.39E-02,-0.1699306027,0.454,0.614,1.00E+00,Fars2
3.39E-02,-1.121496753,0.013,0.039,1.00E+00,Sgms2
3.39E-02,-0.3340695153,0.043,0.087,1.00E+00,Cdk20
3.40E-02,-0.1885879168,0.233,0.338,1.00E+00,Grip2
3.40E-02,-0.1247872554,0.211,0.309,1.00E+00,Tacc2
3.41E-02,-1.330507998,0.013,0.039,1.00E+00,Mks1
3.41E-02,-0.737597266,0.048,0.092,1.00E+00,Gm34623
3.42E-02,-0.1404922753,0.437,0.599,1.00E+00,Kmt2c
3.42E-02,-1.240272748,0.013,0.039,1.00E+00,S1pr3
3.42E-02,-1.271131067,0.013,0.039,1.00E+00,Nepro
3.43E-02,0.1960279158,0.889,0.937,1.00E+00,Snap25
3.43E-02,-0.9537797317,0.035,0.072,1.00E+00,Rrp12
3.44E-02,-1.023377172,0.028,0.063,1.00E+00,Txn1
3.44E-02,-1.354515762,0.013,0.039,1.00E+00,Rnf213
3.44E-02,-1.060227614,0.022,0.053,1.00E+00,Emd
3.44E-02,-0.4892161995,0.037,0.077,1.00E+00,4930563F08Rik
3.45E-02,-0.2207789972,0.096,0.159,1.00E+00,Tmem170b
3.45E-02,-1.075842951,0.022,0.053,1.00E+00,Prtg
3.46E-02,-0.2147168597,0.193,0.285,1.00E+00,Lrrc28
3.47E-02,-0.2028335807,0.03,0.068,1.00E+00,Tmem242
3.47E-02,0.1367347812,0.089,0.155,1.00E+00,Ly6e
3.48E-02,-0.2278412171,0.193,0.285,1.00E+00,Lima1
3.48E-02,-0.4697635147,0.054,0.101,1.00E+00,Wdr13
3.48E-02,-0.3260417929,0.107,0.174,1.00E+00,Fam160a2
3.49E-02,-0.3156373598,0.087,0.15,1.00E+00,Actr6
3.49E-02,-0.8862093549,0.022,0.053,1.00E+00,Gm15535
3.50E-02,-1.201807796,0.013,0.039,1.00E+00,Gm30655
3.50E-02,-0.1172498837,0.076,0.135,1.00E+00,Usp30
3.51E-02,-3.06821131,0,0.01,1.00E+00,G730003C15Rik
3.51E-02,-3.44946044,0,0.01,1.00E+00,Gm29152
3.51E-02,-2.692077203,0,0.01,1.00E+00,Gm28112
3.51E-02,-3.212217016,0,0.01,1.00E+00,Gm15178
3.51E-02,-2.938643333,0,0.01,1.00E+00,Asb18
3.51E-02,-4.013366499,0,0.01,1.00E+00,Gm29088
3.51E-02,-3.564942404,0,0.01,1.00E+00,Mcm6
3.51E-02,-3.129235718,0,0.01,1.00E+00,Tnni1
3.51E-02,-2.944038953,0,0.01,1.00E+00,2810414N06Rik
3.51E-02,-3.212669295,0,0.01,1.00E+00,E330020D12Rik
3.51E-02,-3.613403453,0,0.01,1.00E+00,Apoa2
3.51E-02,-2.695337379,0,0.01,1.00E+00,Nsl1
3.51E-02,-3.629499697,0,0.01,1.00E+00,Gm19426
3.51E-02,-3.239044297,0,0.01,1.00E+00,Gm13791
3.51E-02,-3.129235718,0,0.01,1.00E+00,Gm13905
3.51E-02,-2.897986459,0,0.01,1.00E+00,Tmem74bos
3.51E-02,-3.097218734,0,0.01,1.00E+00,Gdf5
3.51E-02,-3.255371523,0,0.01,1.00E+00,Bhlhe22
3.51E-02,-3.133608637,0,0.01,1.00E+00,Gm42695
3.51E-02,-3.216076486,0,0.01,1.00E+00,Gm128
3.51E-02,-3.187082569,0,0.01,1.00E+00,Gm16253
3.51E-02,-3.173471108,0,0.01,1.00E+00,Gm42941
3.51E-02,-3.112716393,0,0.01,1.00E+00,Gm43653
3.51E-02,-2.9636326,0,0.01,1.00E+00,Gm43646
3.51E-02,-3.068852103,0,0.01,1.00E+00,Uox
3.51E-02,-3.390042105,0,0.01,1.00E+00,Gm11808
3.51E-02,-3.026020154,0,0.01,1.00E+00,Cngb3
3.51E-02,-2.95278952,0,0.01,1.00E+00,Gm11872
3.51E-02,-3.253865233,0,0.01,1.00E+00,Fam219aos
3.51E-02,-3.135617844,0,0.01,1.00E+00,Gm13063
3.51E-02,-3.25693091,0,0.01,1.00E+00,2310026L22Rik
3.51E-02,-3.669602703,0,0.01,1.00E+00,Gm45533
3.51E-02,-3.252191325,0,0.01,1.00E+00,Spata21
3.51E-02,-3.21308047,0,0.01,1.00E+00,Ttc34
3.51E-02,-3.135797016,0,0.01,1.00E+00,Tmem52
3.51E-02,-2.863696977,0,0.01,1.00E+00,Mmp23
3.51E-02,-3.224860291,0,0.01,1.00E+00,Isg15
3.51E-02,-3.030849033,0,0.01,1.00E+00,Fzd1
3.51E-02,-3.305676999,0,0.01,1.00E+00,Gm26608
3.51E-02,-3.465092836,0,0.01,1.00E+00,Rbm47
3.51E-02,-2.784192068,0,0.01,1.00E+00,Gm43118
3.51E-02,-3.050456171,0,0.01,1.00E+00,Tmem211
3.51E-02,-3.059061645,0,0.01,1.00E+00,Gm10369
3.51E-02,-2.899569544,0,0.01,1.00E+00,Gm17112
3.51E-02,-3.239874077,0,0.01,1.00E+00,Gm15721
3.51E-02,-2.678205996,0,0.01,1.00E+00,Asb15
3.51E-02,-3.364555687,0,0.01,1.00E+00,Smo
3.51E-02,-2.931882011,0,0.01,1.00E+00,A530053G22Rik
3.51E-02,-2.824948478,0,0.01,1.00E+00,B230319C09Rik
3.51E-02,-3.247873048,0,0.01,1.00E+00,Gm44036
3.51E-02,-2.969598863,0,0.01,1.00E+00,Kbtbd12
3.51E-02,-2.45173945,0,0.01,1.00E+00,Gm44957
3.51E-02,-3.18358564,0,0.01,1.00E+00,Spsb2
3.51E-02,-3.106506548,0,0.01,1.00E+00,Clec2d
3.51E-02,-3.329782477,0,0.01,1.00E+00,Lmntd1
3.51E-02,-3.124175591,0,0.01,1.00E+00,Pirb
3.51E-02,-3.134180313,0,0.01,1.00E+00,Slc27a5
3.51E-02,-2.606919819,0,0.01,1.00E+00,Bcam
3.51E-02,-2.882260102,0,0.01,1.00E+00,Gm16175
3.51E-02,-2.996129462,0,0.01,1.00E+00,Gm44699
3.51E-02,-3.578450017,0,0.01,1.00E+00,Mtag2
3.51E-02,-3.231602527,0,0.01,1.00E+00,Gm31597
3.51E-02,-2.478969707,0,0.01,1.00E+00,Gm29683
3.51E-02,-3.199216405,0,0.01,1.00E+00,Gm44739
3.51E-02,-3.200765016,0,0.01,1.00E+00,4921513I08Rik
3.51E-02,-2.854683595,0,0.01,1.00E+00,A230065N10Rik
3.51E-02,-3.152300439,0,0.01,1.00E+00,Cyb5r2
3.51E-02,-3.227913242,0,0.01,1.00E+00,Gm20650
3.51E-02,-3.324404905,0,0.01,1.00E+00,9130019O22Rik
3.51E-02,-2.804928137,0,0.01,1.00E+00,Gm44982
3.51E-02,-3.079122481,0,0.01,1.00E+00,Mmp21
3.51E-02,-3.313400559,0,0.01,1.00E+00,Mki67
3.51E-02,-2.779538184,0,0.01,1.00E+00,Olfr46
3.51E-02,-2.996222058,0,0.01,1.00E+00,Gm17387
3.51E-02,-2.952285748,0,0.01,1.00E+00,B230206H07Rik
3.51E-02,-3.438114724,0,0.01,1.00E+00,Pidd1
3.51E-02,-3.428873149,0,0.01,1.00E+00,Muc6
3.51E-02,-3.818061427,0,0.01,1.00E+00,Tspan32os
3.51E-02,-3.33872974,0,0.01,1.00E+00,Gm15350
3.51E-02,-3.196250277,0,0.01,1.00E+00,Tcim
3.51E-02,-2.921198806,0,0.01,1.00E+00,Cyp4v3
3.51E-02,-3.398830119,0,0.01,1.00E+00,Spata4
3.51E-02,-2.892890608,0,0.01,1.00E+00,1700001D01Rik
3.51E-02,-3.355945034,0,0.01,1.00E+00,Homer3
3.51E-02,-3.247086576,0,0.01,1.00E+00,Hmox1
3.51E-02,-3.369500013,0,0.01,1.00E+00,4930579O11Rik
3.51E-02,-2.753517527,0,0.01,1.00E+00,Marveld3
3.51E-02,-3.143457709,0,0.01,1.00E+00,Gm17720
3.51E-02,-3.199437953,0,0.01,1.00E+00,Fam89a
3.51E-02,-3.461842174,0,0.01,1.00E+00,Gm16754
3.51E-02,-3.256794712,0,0.01,1.00E+00,Gm48294
3.51E-02,-2.746530632,0,0.01,1.00E+00,Gm35657
3.51E-02,-2.703996229,0,0.01,1.00E+00,Gm48853
3.51E-02,-3.340355944,0,0.01,1.00E+00,Gsta2
3.51E-02,-3.383749513,0,0.01,1.00E+00,Gm42756
3.51E-02,-2.729569786,0,0.01,1.00E+00,Spink8
3.51E-02,-3.152018355,0,0.01,1.00E+00,D830035M03Rik
3.51E-02,-3.196581437,0,0.01,1.00E+00,Gm47113
3.51E-02,-2.907563098,0,0.01,1.00E+00,Gm39463
3.51E-02,-2.889403283,0,0.01,1.00E+00,Ccdc170
3.51E-02,-3.382215388,0,0.01,1.00E+00,4930444F02Rik
3.51E-02,-2.929899406,0,0.01,1.00E+00,Gm16145
3.51E-02,-2.737344824,0,0.01,1.00E+00,Arhgap45
3.51E-02,-2.720331821,0,0.01,1.00E+00,Creb3l3
3.51E-02,-3.202498926,0,0.01,1.00E+00,Gm16315
3.51E-02,-2.964762807,0,0.01,1.00E+00,E230014E18Rik
3.51E-02,-3.101697367,0,0.01,1.00E+00,Gm34574
3.51E-02,-3.471500214,0,0.01,1.00E+00,Gm17201
3.51E-02,-3.212298863,0,0.01,1.00E+00,Gm12082
3.51E-02,-3.311101711,0,0.01,1.00E+00,Stc2
3.51E-02,-3.053778627,0,0.01,1.00E+00,Gm12153
3.51E-02,-3.165723402,0,0.01,1.00E+00,Gm12289
3.51E-02,-3.105948093,0,0.01,1.00E+00,Gm43951
3.51E-02,-3.507561114,0,0.01,1.00E+00,Tlcd2
3.51E-02,-2.64318455,0,0.01,1.00E+00,Scarf1
3.51E-02,-3.06218668,0,0.01,1.00E+00,2410003L11Rik
3.51E-02,-3.052945709,0,0.01,1.00E+00,Gm11630
3.51E-02,-3.244361205,0,0.01,1.00E+00,Krt26
3.51E-02,-2.970778428,0,0.01,1.00E+00,Cacng1
3.51E-02,-2.578900893,0,0.01,1.00E+00,Cd300c2
3.51E-02,-2.466891231,0,0.01,1.00E+00,Gm11734
3.51E-02,-2.914998181,0,0.01,1.00E+00,Npb
3.51E-02,-2.667107923,0,0.01,1.00E+00,5033421B08Rik
3.51E-02,-3.341195009,0,0.01,1.00E+00,5730507C01Rik
3.51E-02,-3.150619251,0,0.01,1.00E+00,Meox2
3.51E-02,-2.900196755,0,0.01,1.00E+00,Insm2
3.51E-02,-3.265293924,0,0.01,1.00E+00,Ttc6
3.51E-02,-2.664598954,0,0.01,1.00E+00,Gm47879
3.51E-02,-2.98682422,0,0.01,1.00E+00,Gm48242
3.51E-02,-3.163617438,0,0.01,1.00E+00,Syne3
3.51E-02,-2.77783634,0,0.01,1.00E+00,Edaradd
3.51E-02,-3.780998021,0,0.01,1.00E+00,Gli3
3.51E-02,-2.95278952,0,0.01,1.00E+00,Gm47658
3.51E-02,-3.084876241,0,0.01,1.00E+00,Gm48703
3.51E-02,-3.521860476,0,0.01,1.00E+00,Cd83
3.51E-02,-3.180845297,0,0.01,1.00E+00,Gm34721
3.51E-02,-3.542046064,0,0.01,1.00E+00,Gm49064
3.51E-02,-3.141409165,0,0.01,1.00E+00,Gm32067
3.51E-02,-3.21564003,0,0.01,1.00E+00,Gm31456
3.51E-02,-3.362174731,0,0.01,1.00E+00,Gm43434
3.51E-02,-2.575709389,0,0.01,1.00E+00,Gm16573
3.51E-02,-2.750982974,0,0.01,1.00E+00,Gm26916
3.51E-02,-3.264518284,0,0.01,1.00E+00,Loxl2
3.51E-02,-2.815398168,0,0.01,1.00E+00,Egflam
3.51E-02,-3.285341064,0,0.01,1.00E+00,Gm45924
3.51E-02,-2.978902467,0,0.01,1.00E+00,Gm49439
3.51E-02,-3.213588426,0,0.01,1.00E+00,Has2os
3.51E-02,-2.940748541,0,0.01,1.00E+00,Sla
3.51E-02,-3.643996432,0,0.01,1.00E+00,Gm10865
3.51E-02,-3.266243084,0,0.01,1.00E+00,Gm49431
3.51E-02,-3.007908951,0,0.01,1.00E+00,9430014N10Rik
3.51E-02,-3.271861958,0,0.01,1.00E+00,Soat2
3.51E-02,-2.794419115,0,0.01,1.00E+00,Socs1
3.51E-02,-3.007777308,0,0.01,1.00E+00,Gm49785
3.51E-02,-3.50380593,0,0.01,1.00E+00,Gm15729
3.51E-02,-3.164843309,0,0.01,1.00E+00,D930030I03Rik
3.51E-02,-3.096690718,0,0.01,1.00E+00,Zpld1
3.51E-02,-2.843788941,0,0.01,1.00E+00,Gm50070
3.51E-02,-3.091140242,0,0.01,1.00E+00,Gm33727
3.51E-02,-2.887171446,0,0.01,1.00E+00,Gm49802
3.51E-02,-3.052383541,0,0.01,1.00E+00,Tmem217
3.51E-02,-3.32638154,0,0.01,1.00E+00,Cbs
3.51E-02,-3.031541973,0,0.01,1.00E+00,Hsf2bp
3.51E-02,-3.191708415,0,0.01,1.00E+00,Zfp870
3.51E-02,-3.250353758,0,0.01,1.00E+00,Myo1f
3.51E-02,-3.309213302,0,0.01,1.00E+00,Cfb
3.51E-02,-3.037670867,0,0.01,1.00E+00,H2-M3
3.51E-02,-3.399617515,0,0.01,1.00E+00,Gm49912
3.51E-02,-2.672809736,0,0.01,1.00E+00,Vav1
3.51E-02,-2.828126661,0,0.01,1.00E+00,Ddx11
3.51E-02,-3.516717666,0,0.01,1.00E+00,Gm50039
3.51E-02,-3.029493107,0,0.01,1.00E+00,Gm29200
3.51E-02,-3.090068942,0,0.01,1.00E+00,Pcdha3
3.51E-02,-3.043045506,0,0.01,1.00E+00,Pcdha9
3.51E-02,-3.38849192,0,0.01,1.00E+00,Pcdhga10
3.51E-02,-2.783973183,0,0.01,1.00E+00,Hspe1-rs1
3.51E-02,-2.737344824,0,0.01,1.00E+00,Isoc1
3.51E-02,-3.594472327,0,0.01,1.00E+00,Adamts19
3.51E-02,-3.210629119,0,0.01,1.00E+00,Nudt22
3.51E-02,-2.749531448,0,0.01,1.00E+00,Aldh1a1
3.51E-02,-2.799221998,0,0.01,1.00E+00,Ankrd2
3.51E-02,-2.984580852,0,0.01,1.00E+00,Gm47936
3.51E-02,-3.167782388,0,0.01,1.00E+00,Dusp5
3.51E-02,-3.275699795,0,0.01,1.00E+00,Rnf113a1
3.51E-02,-3.02160977,0,0.01,1.00E+00,Msn
3.51E-02,-3.158091059,0,0.01,1.00E+00,Glra4
3.51E-02,-3.365049695,0,0.01,1.00E+00,CAAA01147332.1
3.51E-02,-0.2096361688,0.124,0.198,1.00E+00,Vldlr
3.51E-02,-0.4977950478,0.037,0.077,1.00E+00,Lsm11
3.51E-02,-1.0540604,0.013,0.039,1.00E+00,Ing1
3.52E-02,-0.2362903232,0.113,0.184,1.00E+00,Tex50
3.52E-02,0.1726287735,0.974,0.961,1.00E+00,Lrp1b
3.53E-02,-0.2889702133,0.05,0.097,1.00E+00,Hcfc1
3.53E-02,-0.3941993686,0.037,0.077,1.00E+00,Htatsf1
3.54E-02,-0.9349962418,0.013,0.039,1.00E+00,Synm
3.54E-02,-1.113349651,0.013,0.039,1.00E+00,Casp7
3.54E-02,2.262177004,0.054,0.019,1.00E+00,Timm50
3.55E-02,-0.1019517438,0.091,0.155,1.00E+00,Cops7b
3.56E-02,-0.4655834999,0.022,0.053,1.00E+00,B430010I23Rik
3.56E-02,-0.102269646,0.296,0.444,1.00E+00,Hs3st1
3.56E-02,-0.3204049301,0.067,0.121,1.00E+00,Ap5z1
3.56E-02,-0.1728807221,0.05,0.097,1.00E+00,Sap18
3.57E-02,-0.1749215066,0.109,0.179,1.00E+00,Akt1
3.58E-02,-0.2256631252,0.054,0.101,1.00E+00,Mpp1
3.59E-02,-0.5281745779,0.022,0.053,1.00E+00,Gm10558
3.59E-02,-0.4231827923,0.076,0.13,1.00E+00,Kifc3
3.59E-02,-0.8193423578,0.013,0.039,1.00E+00,Jun
3.59E-02,-0.4187200489,0.013,0.039,1.00E+00,H6pd
3.60E-02,-0.1503842285,0.359,0.522,1.00E+00,Sort1
3.60E-02,-0.3179280471,0.013,0.039,1.00E+00,Trmt10a
3.60E-02,-0.7598265423,0.013,0.039,1.00E+00,Slc26a10
3.61E-02,-0.2929930919,0.037,0.077,1.00E+00,Med8
3.61E-02,-0.1568254028,0.457,0.604,1.00E+00,Akap9
3.62E-02,-0.7034574957,0.013,0.039,1.00E+00,Tor3a
3.62E-02,-0.171747672,0.335,0.469,1.00E+00,Gm49003
3.62E-02,-0.1664078974,0.126,0.203,1.00E+00,Zfp746
3.63E-02,-0.1671597873,0.398,0.57,1.00E+00,Fth1
3.63E-02,-0.2226867843,0.057,0.106,1.00E+00,Rack1
3.63E-02,-0.1514125393,0.061,0.111,1.00E+00,Cog1
3.64E-02,-0.8093649954,0.013,0.039,1.00E+00,Cenpq
3.64E-02,-0.6712039772,0.074,0.126,1.00E+00,AW209491
3.64E-02,-0.6868496757,0.022,0.053,1.00E+00,Gtf3c5
3.65E-02,-0.7834310238,0.022,0.053,1.00E+00,Ruvbl1
3.65E-02,-0.6966844269,0.022,0.053,1.00E+00,Lsm3
3.65E-02,-0.8860521897,0.028,0.063,1.00E+00,Mansc1
3.65E-02,-0.1189090275,0.217,0.324,1.00E+00,Gak
3.66E-02,-0.2022284933,0.043,0.087,1.00E+00,Cast
3.66E-02,-0.2975070791,0.074,0.13,1.00E+00,Inafm1
3.66E-02,-0.1141763143,0.08,0.14,1.00E+00,Ubqln4
3.66E-02,-0.1822369725,0.111,0.179,1.00E+00,Aimp1
3.67E-02,-0.2395649614,0.063,0.116,1.00E+00,Rpa1
3.67E-02,-0.1326151915,0.141,0.222,1.00E+00,Ralgps2
3.67E-02,-0.3262349289,0.093,0.155,1.00E+00,Wnt5b
3.67E-02,-0.1285792697,0.05,0.097,1.00E+00,Acadvl
3.67E-02,-0.2877319891,0.061,0.111,1.00E+00,Mrps11
3.68E-02,-0.2438826188,0.063,0.116,1.00E+00,Gm43813
3.68E-02,-0.1150313079,0.396,0.546,1.00E+00,Atxn7l1
3.69E-02,-0.7600517592,0.022,0.053,1.00E+00,Cat
3.69E-02,-0.6830672336,0.022,0.053,1.00E+00,1700086O06Rik
3.69E-02,-0.3770478726,0.111,0.179,1.00E+00,Utp18
3.70E-02,-0.5947327498,0.022,0.053,1.00E+00,Txndc17
3.71E-02,-0.6277585984,0.041,0.082,1.00E+00,Ngdn
3.72E-02,-0.5043091478,0.022,0.053,1.00E+00,Sync
3.72E-02,2.666170467,0.039,0.01,1.00E+00,9130024F11Rik
3.72E-02,-0.3844412411,0.054,0.101,1.00E+00,Bcl9l
3.73E-02,-0.1206808787,0.115,0.188,1.00E+00,Ddx19b
3.73E-02,-0.4618937305,0.022,0.053,1.00E+00,Tmem74
3.73E-02,-0.2091236397,0.067,0.121,1.00E+00,Zfp14
3.73E-02,-0.1911417518,0.08,0.14,1.00E+00,Kbtbd3
3.74E-02,-0.121190519,0.361,0.527,1.00E+00,Uqcc1
3.75E-02,-0.1350427841,0.126,0.203,1.00E+00,Asb13
3.75E-02,-0.3996317302,0.022,0.053,1.00E+00,Ddit3
3.75E-02,-0.1145953513,0.615,0.758,1.00E+00,Atp8a1
3.76E-02,0.1617127117,0.183,0.285,1.00E+00,Uqcrh
3.76E-02,-0.5981626891,0.028,0.063,1.00E+00,Ufm1
3.76E-02,-0.7096417475,0.028,0.063,1.00E+00,Lsmem1
3.76E-02,-0.476046484,0.041,0.082,1.00E+00,Osgin2
3.77E-02,-0.1214780909,0.274,0.396,1.00E+00,Inpp5a
3.77E-02,-0.2056976729,0.074,0.13,1.00E+00,Hdhd2
3.77E-02,-0.1500011857,0.146,0.227,1.00E+00,Lrrc20
3.78E-02,-0.1170235427,0.057,0.106,1.00E+00,Dvl2
3.79E-02,-0.1286265938,0.185,0.28,1.00E+00,Slbp
3.79E-02,-0.1343290535,0.213,0.319,1.00E+00,Ccdc149
3.79E-02,-0.1058706439,0.27,0.401,1.00E+00,Arid2
3.80E-02,-0.1359049887,0.361,0.493,1.00E+00,Rnf130
3.81E-02,-0.1779325274,0.22,0.324,1.00E+00,Trmt11
3.81E-02,-0.1726239882,0.098,0.164,1.00E+00,Papolg
3.82E-02,0.1677148191,0.172,0.271,1.00E+00,Ltn1
3.82E-02,0.6129949323,0.363,0.324,1.00E+00,E430024P14Rik
3.82E-02,-0.263814944,0.187,0.28,1.00E+00,Wrn
3.82E-02,-0.1995676976,0.157,0.242,1.00E+00,Sfmbt2
3.82E-02,2.201866395,0.039,0.01,1.00E+00,Scand1
3.83E-02,-0.1057754204,0.13,0.213,1.00E+00,Rbbp7
3.83E-02,-0.1787994633,0.391,0.541,1.00E+00,Supt3
3.84E-02,-0.2328171603,0.08,0.14,1.00E+00,Cmas
3.84E-02,-0.3428597976,0.028,0.063,1.00E+00,Itpk1
3.84E-02,-0.4612963881,0.035,0.072,1.00E+00,Gemin7
3.84E-02,-0.710017725,0.035,0.072,1.00E+00,A230072E10Rik
3.85E-02,2.596900796,0.03,0.005,1.00E+00,Ddx58
3.85E-02,2.635045225,0.03,0.005,1.00E+00,Esyt1
3.85E-02,-0.1562882432,0.304,0.444,1.00E+00,Rnf214
3.86E-02,-0.1366043228,0.109,0.179,1.00E+00,Tcp11l2
3.86E-02,-0.7319921553,0.028,0.063,1.00E+00,Prkrip1
3.86E-02,-0.1363603761,0.133,0.213,1.00E+00,Tmbim4
3.87E-02,-0.6570210275,0.035,0.072,1.00E+00,Kat2a
3.87E-02,-0.3984502441,0.083,0.14,1.00E+00,2610044O15Rik8
3.88E-02,-0.1517549284,0.641,0.826,1.00E+00,Ankrd17
3.89E-02,-0.1644200852,0.239,0.357,1.00E+00,Kcnk3
3.90E-02,-0.1430107591,0.393,0.565,1.00E+00,Timm9
3.90E-02,-0.3240738559,0.083,0.14,1.00E+00,A430090L17Rik
3.90E-02,-0.5549694243,0.065,0.116,1.00E+00,Nbn
3.91E-02,-0.1835599797,0.078,0.135,1.00E+00,Prrc2a
3.91E-02,-0.6237453075,0.028,0.063,1.00E+00,Fbxl15
3.91E-02,-0.4025107487,0.059,0.106,1.00E+00,Gm12258
3.92E-02,-0.6112425996,0.041,0.082,1.00E+00,Atrip
